序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型,經度,緯度
184,7-11昆陽門市,115台北市南港區忠孝東路6段448號,A000274,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.593985297528,25.050262196479
185,7-11昆寧門市,108台北市萬華區西寧南路50巷3號.5號,A000773,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.505898452134,25.044393229785
186,7-11昆福門市,108台北市萬華區昆明街46號,A000288,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.505716481016,25.046433343108
187,7-11明湖門市,114台北市內湖區東湖路45號,A000318,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.614115360013,25.068903046227
188,7-11明華門市,112台北市北投區明德路99號,A000648,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.519407984577,25.109498363505
189,7-11明德門市,112台北市北投區明德路114號,A000514,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.520199739151,25.109856564137
190,7-11東王門市,104台北市中山區南京東路一段92號,A000857,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.526012253727,25.05191204839
191,7-11東光門市,105台北市松山區南京東路5段17號,A000776,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.55791830344,25.051742105303
192,7-11東吉門市,105台北市松山區民生東路5段117號,A000232,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.560381577146,25.058793884264
193,7-11東洋門市,111台北市士林區中山北路7段14巷19號Ｂ1,A000506,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.53233572912,25.11883949168
194,7-11東崙門市,104台北市中山區八德路二段282號,A000256,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.541697476777,25.046904154609
195,7-11東祥門市,100台北市中正區貴陽街一段56號B1,A000253,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.509908103156,25.038900778181
196,7-11東華門市,112台北市北投區裕民一路40巷1號,A000212,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.517958921156,25.116440381443
197,7-11東勢門市,105台北市松山區南京東路4段131號,A000394,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.555021098608,25.051812890476
198,7-11東暉門市,110台北市信義區忠孝東路4段514號,A000495,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.562411003542,25.04102093868
199,7-11東榮門市,105台北市松山區民生東路5段65號,A000272,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.558138412218,25.058625030824
200,7-11東鑫門市,105台北市松山區民生東路4段55巷10號,A000795,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.550369309983,25.058356642285
201,7-11林北門市,104台北市中山區林森北路362號,A000616,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.525295601005,25.057360327364
202,7-11林安門市,104台北市中山區林森北路572號,A000811,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.525551919604,25.065004036326
203,7-11林坊門市,115台北市南港區東新街80巷1號,A000812,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.58708908669,25.046254221837
204,7-11林森門市,104台北市中山區林森北路500號,A000228,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.525475141371,25.06179288731
205,7-11松山門市,110台北市信義區忠孝東路5段386號,A000630,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.574120689916,25.040744503513
206,7-11松仁門市,110台北市信義區松仁路213號,A000360,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.568511352673,25.02683678876
207,7-11松民門市,105台北市松山區三民路10號,A000871,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.563978167979,25.052387386119
208,7-11松禾門市,105台北市松山區塔悠路31.33號,A000900,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.571616093429,25.050692146202
209,7-11松信門市,110台北市信義區文藝里永吉路180巷67弄5號,A000492,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.571824886637,25.043549130225
210,7-11松家門市,110台北市信義區松山路604號,A000276,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.578422534083,25.035946450679
211,7-11松高門市,110台北市信義區基隆路一段135-2號,A000686,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.566438172742,25.044013445752
212,7-11松捷門市,110台北市信義區忠孝東路五段1之6號,A000596,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.564857932536,25.041338151806
213,7-11松盛門市,104台北市中山區南京東路二段115巷1號,A000374,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.533682365685,25.05267991454
214,7-11松智門市,110台北市信義區莊敬路325巷43號,A000493,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.564742010815,25.029090766343
215,7-11松隆門市,110台北市信義區松隆路286號,A000593,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.575888684753,25.048288174462
216,7-11松義門市,110台北市信義區松德路271號,A000807,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.574764168623,25.032878757935
217,7-11松運門市,104台北市中山區松江路101號,A000733,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.53322312121,25.051155078714
218,7-11松錢門市,110台北市信義區松隆路159巷1號,A000277,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.572589064749,25.047351035777
219,7-11松錦門市,104台北市中山區松江路305號.,A000586,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.533404254137,25.061421485181
220,7-11松饒門市,105台北市松山區慈祐里八德路4段767.769號.,A000248,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.577972844978,25.051204448124
221,7-11松鑫門市,104台北市中山區松江路208號,A000881,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.53290796165,25.057644096696
222,7-11松鑽門市,105台北市松山區八德路四段686號,A000814,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.576666860644,25.049875874561
223,7-11欣安和門市,106台北市大安區安和路一段47號,A000862,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.551146563865,25.0386004965
224,7-11欣旺門市,104台北市中山區北安路604.606號,A000416,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.548930472484,25.081959243436
225,7-11欣漢華門市,100台北市中正區中華路一段41號1樓,A000875,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.509477021876,25.044864711838
226,7-11欣福門市,114台北市內湖區民權東路6段120巷7弄8號,A000372,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.587591833243,25.06770988231
227,7-11直安門市,104台北市中山區北安路649號,A000227,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.549118143296,25.084062262943
228,7-11知心門市,112台北市北投區知行路201巷1號,A000328,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.466256241066,25.119254647344
229,7-11社中門市,111台北市士林區社中街311-313號,A000879,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.505260421664,25.092146734284
230,7-11社鑽門市,111台北市士林區中正路637號,A000424,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.508239350053,25.086163899436
231,7-11芝山門市,112台北市士林區福華路128巷2號,A000335,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.522876667568,25.10284170746
232,7-11芝玉門市,112台北市士林區忠義街121號,A000649,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.532811653583,25.107674000369
233,7-11芙蓉門市,106台北市大安區仁愛路三段94號,A000761,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.539222971322,25.0375928241
234,7-11花市門市,106台北市大安區建國南路一段274號,A000646,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.537342491344,25.036389224714
235,7-11虎林門市,110台北市信義區忠孝東路5段472號,A000292,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.577013117064,25.04066776719
236,7-11金山門市,100台北市中正區金山南路1段108號,A000368,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.52732955363,25.035471615864
237,7-11金和門市,112台北市北投區中和街318號,A000247,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.499866834609,25.141046254496
238,7-11金信門市,106台北市大安區金山南路2段18號1樓,A000833,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.52694432136,25.033200958293
239,7-11金宴門市,104台北市中山區建國北路二段151巷8號1樓,A000902,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.538030980871,25.061726334999
240,7-11金恩門市,116台北市文山區指南路二段149號,A000241,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.577300616343,24.987445280416
241,7-11金湖門市,114台北市內湖區文湖街83號1樓,A000260,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.564213699458,25.086571218021
242,7-11金華門市,106台北市大安區金華街140之1號,A000482,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.528381147202,25.029833319145
243,7-11金雲門市,114台北市內湖區星雲街136號,A000465,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.595023228598,25.0798353949
244,7-11金碧門市,114台北市內湖區金龍路224號,A000441,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.586715840542,25.088260464877
245,7-11金德門市,114台北市內湖區金龍路5號1F,A000641,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.595140156148,25.084415602071
246,7-11金龍門市,114台北市內湖區金龍路64號,A000376,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.592865139988,25.084816759957
247,7-11金聯發門市,114台北市內湖區內湖路三段141巷7號,A000299,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.58928883336,25.086409153923
248,7-11金鑽門市,104台北市中山區民權西路66號,A000180,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.520025227927,25.062652325752
249,7-11長中門市,104台北市中山區中山北路2段40-1號,A000323,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.522471486368,25.054539104483
250,7-11長北門市,104台北市中山區長春路11號,A000216,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.523665572295,25.055064691722
251,7-11長松門市,104台北市中山區松江路65號,A000341,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.533183223351,25.049083700892
252,7-11長星門市,106台北市大安區基隆路3段85號,A000727,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.544947224457,25.017413937029
253,7-11長津門市,104台北市中山區長安東路1段12號,A000551,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.522901980916,25.04942585018
254,7-11長峰門市,103台北市大同區長安西路45號之1,A000877,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.51896913172,25.050539119889
255,7-11長通門市,104台北市中山區長安東路二段101號,A000595,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.535076276183,25.048522783932
256,7-11長塑門市,105台北市松山區敦化北路199巷2弄1號,A000348,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.550039230636,25.055737004176
257,7-11長新門市,104台北市中山區長安東路1段73號,A000724,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.52781000432,25.048510713991
258,7-11長鴻門市,114台北市內湖區大湖山莊街219巷1號1樓,A000487,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.599667138234,25.08857621117
259,7-11雨聲門市,111台北市士林區雨聲街63號,A000431,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.528403778341,25.103216671899
260,7-11青島門市,100台北市中正區青島東路4號,A000249,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.521382509508,25.043912695276
261,7-11青園門市,108台北市萬華區青年路12號,A000559,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.505899541781,25.026037909568
262,7-11信中門市,106台北市大安區信義路三段101號,A000564,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.538742436813,25.033689790887
263,7-11信吉門市,110台北市信義區永吉路278巷58弄2號,A000669,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.574045755702,25.043519961202
264,7-11信安門市,106台北市大安區大安路一段218號,A000398,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.545896894087,25.034413065312
265,7-11信林門市,110台北市信義區虎林街222巷8號,A000792,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.576912701864,25.037204490526
266,7-11信義門市,106台北市大安區信義路4段265巷12弄1號,A000311,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.554355575496,25.034302298461
267,7-11信運門市,110台北市信義區松勤街100號1樓,A000837,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.566755846872,25.031804575134
268,7-11信嘉門市,110台北市信義區嘉興街181巷21號,A000671,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.557400385643,25.026291881235
269,7-11信德門市,110台北市信義區松德路200巷10號,A000765,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.57378365359,25.034852654224
270,7-11信興門市,106台北市大安區信義路四段32號,A000605,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.544710770969,25.033159384054
271,7-11信醫門市,110台北市信義區吳興街346.348號,A000680,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.566339517742,25.025831672841
272,7-11保聖門市,103台北市大同區酒泉街58.60號,A000278,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.515698070412,25.071898486964
273,7-11南西門市,103台北市大同區南京西路316號,A000540,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.512946207781,25.053866163387
274,7-11南京門市,105台北市松山區南京東路3段303巷5號,A000451,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.546621258159,25.052565166286
275,7-11南昌門市,100台北市中正區南昌路一段72號,A000373,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.517185355312,25.031118013445
276,7-11南海門市,100台北市中正區南海路50號,A000799,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.515313089599,25.032054523487
277,7-11南機場門市,108台北市萬華區中華路二段366號,A000425,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.504846607104,25.028984190444
278,7-11哈蜜門市,103台北市大同區重慶北路3段309號.,A000389,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.514051277895,25.073903396294
279,7-11威克門市,104台北市中山區復興北路90號,A000753,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.54380778854,25.051313454775
280,7-11威京門市,105台北市松山區八德路四段151號,A000779,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.562551819516,25.048795195785
281,7-11建安門市,106台北市大安區敦化南路一段187巷29號,A000517,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.550673237793,25.04266743783
282,7-11建忠門市,106台北市大安區忠孝東路三段249號,A000767,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.541434536474,25.041843957753
283,7-11建欣門市,104台北市中山區建國北路二段65號,A000201,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.537258337036,25.055900157921
284,7-11建南門市,106台北市大安區建國南路二段151巷6之8號,A000273,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.538266596169,25.028691284838
285,7-11建綸門市,106台北市大安區仁愛路4段151巷27號,A000722,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.551855840512,25.039611773118
286,7-11建錦門市,104台北市中山區錦州街308號,A000346,廖培雁,(02)27478711,3961.0,,連鎖型綠色商店,121.537445924029,25.060193368727
