序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型
234,7-11花市門市,106台北市大安區建國南路一段274號,A000646,廖培雁,(02)27478711,3961,,連鎖型綠色商店
235,7-11虎林門市,110台北市信義區忠孝東路5段472號,A000292,廖培雁,(02)27478711,3961,,連鎖型綠色商店
236,7-11金山門市,100台北市中正區金山南路1段108號,A000368,廖培雁,(02)27478711,3961,,連鎖型綠色商店
237,7-11金和門市,112台北市北投區中和街318號,A000247,廖培雁,(02)27478711,3961,,連鎖型綠色商店
238,7-11金信門市,106台北市大安區金山南路2段18號1樓,A000833,廖培雁,(02)27478711,3961,,連鎖型綠色商店
239,7-11金宴門市,104台北市中山區建國北路二段151巷8號1樓,A000902,廖培雁,(02)27478711,3961,,連鎖型綠色商店
240,7-11金恩門市,116台北市文山區指南路二段149號,A000241,廖培雁,(02)27478711,3961,,連鎖型綠色商店
241,7-11金湖門市,114台北市內湖區文湖街83號1樓,A000260,廖培雁,(02)27478711,3961,,連鎖型綠色商店
242,7-11金華門市,106台北市大安區金華街140之1號,A000482,廖培雁,(02)27478711,3961,,連鎖型綠色商店
243,7-11金雲門市,114台北市內湖區星雲街136號,A000465,廖培雁,(02)27478711,3961,,連鎖型綠色商店
244,7-11金碧門市,114台北市內湖區金龍路224號,A000441,廖培雁,(02)27478711,3961,,連鎖型綠色商店
245,7-11金德門市,114台北市內湖區金龍路5號1F,A000641,廖培雁,(02)27478711,3961,,連鎖型綠色商店
246,7-11金龍門市,114台北市內湖區金龍路64號,A000376,廖培雁,(02)27478711,3961,,連鎖型綠色商店
247,7-11金聯發門市,114台北市內湖區內湖路三段141巷7號,A000299,廖培雁,(02)27478711,3961,,連鎖型綠色商店
248,7-11金鑽門市,104台北市中山區民權西路66號,A000180,廖培雁,(02)27478711,3961,,連鎖型綠色商店
249,7-11長中門市,104台北市中山區中山北路2段40-1號,A000323,廖培雁,(02)27478711,3961,,連鎖型綠色商店
250,7-11長北門市,104台北市中山區長春路11號,A000216,廖培雁,(02)27478711,3961,,連鎖型綠色商店
251,7-11長松門市,104台北市中山區松江路65號,A000341,廖培雁,(02)27478711,3961,,連鎖型綠色商店
252,7-11長星門市,106台北市大安區基隆路3段85號,A000727,廖培雁,(02)27478711,3961,,連鎖型綠色商店
253,7-11長津門市,104台北市中山區長安東路1段12號,A000551,廖培雁,(02)27478711,3961,,連鎖型綠色商店
254,7-11長峰門市,103台北市大同區長安西路45號之1,A000877,廖培雁,(02)27478711,3961,,連鎖型綠色商店
255,7-11長通門市,104台北市中山區長安東路二段101號,A000595,廖培雁,(02)27478711,3961,,連鎖型綠色商店
256,7-11長塑門市,105台北市松山區敦化北路199巷2弄1號,A000348,廖培雁,(02)27478711,3961,,連鎖型綠色商店
257,7-11長新門市,104台北市中山區長安東路1段73號,A000724,廖培雁,(02)27478711,3961,,連鎖型綠色商店
258,7-11長鴻門市,114台北市內湖區大湖山莊街219巷1號1樓,A000487,廖培雁,(02)27478711,3961,,連鎖型綠色商店
259,7-11雨聲門市,111台北市士林區雨聲街63號,A000431,廖培雁,(02)27478711,3961,,連鎖型綠色商店
260,7-11青島門市,100台北市中正區青島東路4號,A000249,廖培雁,(02)27478711,3961,,連鎖型綠色商店
261,7-11青園門市,108台北市萬華區青年路12號,A000559,廖培雁,(02)27478711,3961,,連鎖型綠色商店
262,7-11信中門市,106台北市大安區信義路三段101號,A000564,廖培雁,(02)27478711,3961,,連鎖型綠色商店
263,7-11信吉門市,110台北市信義區永吉路278巷58弄2號,A000669,廖培雁,(02)27478711,3961,,連鎖型綠色商店
264,7-11信安門市,106台北市大安區大安路一段218號,A000398,廖培雁,(02)27478711,3961,,連鎖型綠色商店
265,7-11信林門市,110台北市信義區虎林街222巷8號,A000792,廖培雁,(02)27478711,3961,,連鎖型綠色商店
266,7-11信義門市,106台北市大安區信義路4段265巷12弄1號,A000311,廖培雁,(02)27478711,3961,,連鎖型綠色商店
267,7-11信運門市,110台北市信義區松勤街100號1樓,A000837,廖培雁,(02)27478711,3961,,連鎖型綠色商店
268,7-11信嘉門市,110台北市信義區嘉興街181巷21號,A000671,廖培雁,(02)27478711,3961,,連鎖型綠色商店
269,7-11信德門市,110台北市信義區松德路200巷10號,A000765,廖培雁,(02)27478711,3961,,連鎖型綠色商店
270,7-11信興門市,106台北市大安區信義路四段32號,A000605,廖培雁,(02)27478711,3961,,連鎖型綠色商店
271,7-11信醫門市,110台北市信義區吳興街346.348號,A000680,廖培雁,(02)27478711,3961,,連鎖型綠色商店
272,7-11保聖門市,103台北市大同區酒泉街58.60號,A000278,廖培雁,(02)27478711,3961,,連鎖型綠色商店
273,7-11南西門市,103台北市大同區南京西路316號,A000540,廖培雁,(02)27478711,3961,,連鎖型綠色商店
274,7-11南京門市,105台北市松山區南京東路3段303巷5號,A000451,廖培雁,(02)27478711,3961,,連鎖型綠色商店
275,7-11南昌門市,100台北市中正區南昌路一段72號,A000373,廖培雁,(02)27478711,3961,,連鎖型綠色商店
276,7-11南海門市,100台北市中正區南海路50號,A000799,廖培雁,(02)27478711,3961,,連鎖型綠色商店
277,7-11南機場門市,108台北市萬華區中華路二段366號,A000425,廖培雁,(02)27478711,3961,,連鎖型綠色商店
278,7-11哈蜜門市,103台北市大同區重慶北路3段309號.,A000389,廖培雁,(02)27478711,3961,,連鎖型綠色商店
279,7-11威克門市,104台北市中山區復興北路90號,A000753,廖培雁,(02)27478711,3961,,連鎖型綠色商店
280,7-11威京門市,105台北市松山區八德路四段151號,A000779,廖培雁,(02)27478711,3961,,連鎖型綠色商店
281,7-11建安門市,106台北市大安區敦化南路一段187巷29號,A000517,廖培雁,(02)27478711,3961,,連鎖型綠色商店
282,7-11建忠門市,106台北市大安區忠孝東路三段249號,A000767,廖培雁,(02)27478711,3961,,連鎖型綠色商店
283,7-11建欣門市,104台北市中山區建國北路二段65號,A000201,廖培雁,(02)27478711,3961,,連鎖型綠色商店
284,7-11建南門市,106台北市大安區建國南路二段151巷6之8號,A000273,廖培雁,(02)27478711,3961,,連鎖型綠色商店
285,7-11建綸門市,106台北市大安區仁愛路4段151巷27號,A000722,廖培雁,(02)27478711,3961,,連鎖型綠色商店
286,7-11建錦門市,104台北市中山區錦州街308號,A000346,廖培雁,(02)27478711,3961,,連鎖型綠色商店
287,7-11建龍門市,104台北市中山區龍江路238號,A000821,廖培雁,(02)27478711,3961,,連鎖型綠色商店
288,7-11恆安門市,106台北市大安區永康街7-1號,A000191,廖培雁,(02)27478711,3961,,連鎖型綠色商店
289,7-11指南門市,116台北市文山區指南路一段26號,A000508,廖培雁,(02)27478711,3961,,連鎖型綠色商店
290,7-11政大門市,116台北市文山區指南路2段99.101號,A000207,廖培雁,(02)27478711,3961,,連鎖型綠色商店
291,7-11政揚門市,116台北市文山區指南路二段64號(商學大樓),A000718,廖培雁,(02)27478711,3961,,連鎖型綠色商店
292,7-11政戰門市,112台北市北投區中央北路二段15.17號,A000610,廖培雁,(02)27478711,3961,,連鎖型綠色商店
293,7-11春天門市,112台北市北投區泉源路12號,A000594,廖培雁,(02)27478711,3961,,連鎖型綠色商店
294,7-11春城門市,104台北市中山區長春路135.135之1號,A000309,廖培雁,(02)27478711,3961,,連鎖型綠色商店
295,7-11春森門市,104台北市中山區長春路67號,A000522,廖培雁,(02)27478711,3961,,連鎖型綠色商店
296,7-11春龍門市,104台北市中山區長春路257號,A000754,廖培雁,(02)27478711,3961,,連鎖型綠色商店
297,7-11星成門市,114台北市內湖區星雲街17號,A000893,廖培雁,(02)27478711,3961,,連鎖型綠色商店
298,7-11泉北門市,112台北市北投區溫泉路70號,A000657,廖培雁,(02)27478711,3961,,連鎖型綠色商店
299,7-11泉源門市,112台北市北投區泉源路30號地下一樓,A000284,廖培雁,(02)27478711,3961,,連鎖型綠色商店
300,7-11洲子門市,114台北市內湖區瑞光路517號1樓,A000861,廖培雁,(02)27478711,3961,,連鎖型綠色商店
301,7-11洲美門市,111台北市士林區延平北路六段505號,A000714,廖培雁,(02)27478711,3961,,連鎖型綠色商店
302,7-11牯嶺門市,106台北市中正區廈門街113巷17號,A000516,廖培雁,(02)27478711,3961,,連鎖型綠色商店
303,7-11研究門市,115台北市南港區研究院路2段14號,A000302,廖培雁,(02)27478711,3961,,連鎖型綠色商店
304,7-11科技站門市,106台北市大安區復興南路2段203號,A000749,廖培雁,(02)27478711,3961,,連鎖型綠色商店
305,7-11科建門市,106台北市大安區建國南路一段28.30號,A000338,廖培雁,(02)27478711,3961,,連鎖型綠色商店
306,7-11美麗華門市,104台北市中山區北安路839-1號,A000513,廖培雁,(02)27478711,3961,,連鎖型綠色商店
307,7-11致遠門市,112台北市北投區石牌路一段126號,A000223,廖培雁,(02)27478711,3961,,連鎖型綠色商店
308,7-11軍總門市,106台北市中正區汀州路三段153.155號,A000314,廖培雁,(02)27478711,3961,,連鎖型綠色商店
309,7-11迪化門市,103台北市大同區民生西路343.345號,A000445,廖培雁,(02)27478711,3961,,連鎖型綠色商店
310,7-11重南門市,100台北市中正區重慶南路1段75號,A000468,廖培雁,(02)27478711,3961,,連鎖型綠色商店
311,7-11革新門市,110台北市信義區永吉路32號,A000626,廖培雁,(02)27478711,3961,,連鎖型綠色商店
312,7-11風復門市,105台北市松山區復興南路1段43號,A000294,廖培雁,(02)27478711,3961,,連鎖型綠色商店
313,7-11首都門市,105台北市松山區南京東路4段51號之2,A000831,廖培雁,(02)27478711,3961,,連鎖型綠色商店
314,7-11香城門市,115台北市南港區南港路一段167號1樓,A000896,廖培雁,(02)27478711,3961,,連鎖型綠色商店
315,7-11原中門市,104台北市中山區中原街121號,A000377,廖培雁,(02)27478711,3961,,連鎖型綠色商店
316,7-11師大門市,106台北市大安區師大路87號,A000367,廖培雁,(02)27478711,3961,,連鎖型綠色商店
317,7-11悅來門市,114台北市內湖區五分街1號,A000463,廖培雁,(02)27478711,3961,,連鎖型綠色商店
318,7-11振華門市,112台北市北投區石牌路2段80.82號,A000393,廖培雁,(02)27478711,3961,,連鎖型綠色商店
319,7-11晉江門市,106台北市中正區和平西路一段26號,A000236,廖培雁,(02)27478711,3961,,連鎖型綠色商店
320,7-11晏揚門市,114台北市內湖區康寧路三段99巷14號,A000252,廖培雁,(02)27478711,3961,,連鎖型綠色商店
321,7-11桂明門市,108台北市萬華區桂林路55號,A000410,廖培雁,(02)27478711,3961,,連鎖型綠色商店
322,7-11桂林門市,108台北市萬華區桂林路160號,A000387,廖培雁,(02)27478711,3961,,連鎖型綠色商店
323,7-11泰利門市,106台北市大安區仁愛路四段266巷15弄22號,A000883,廖培雁,(02)27478711,3961,,連鎖型綠色商店
324,7-11留公門市,110台北市信義區福德街249號,A000304,廖培雁,(02)27478711,3961,,連鎖型綠色商店
325,7-11草山門市,111台北市士林區格致路28號,A000565,廖培雁,(02)27478711,3961,,連鎖型綠色商店
326,7-11酒泉門市,103台北市大同區酒泉街110號,A000638,廖培雁,(02)27478711,3961,,連鎖型綠色商店
327,7-11挹翠門市,110台北市信義區基隆路二段151號,A000306,廖培雁,(02)27478711,3961,,連鎖型綠色商店
328,7-11健一門市,105台北市松山區健康路10號,A000403,廖培雁,(02)27478711,3961,,連鎖型綠色商店
329,7-11曼哈頓門市,110台北市信義區松壽路12號之B1,A000887,廖培雁,(02)27478711,3961,,連鎖型綠色商店
330,7-11國旺門市,104台北市中山區南京東路一段132巷8號,A000491,廖培雁,(02)27478711,3961,,連鎖型綠色商店
331,7-11國貿門市,110台北市信義區基隆路一段333號B3,A000600,廖培雁,(02)27478711,3961,,連鎖型綠色商店
332,7-11國賓門市,104台北市中山區中山北路二段75-1號,A000472,廖培雁,(02)27478711,3961,,連鎖型綠色商店
333,7-11國學門市,104台北市中山區長春路182號,A000585,廖培雁,(02)27478711,3961,,連鎖型綠色商店
334,7-11國興門市,108台北市萬華區國興路104號,A000503,廖培雁,(02)27478711,3961,,連鎖型綠色商店
335,7-11國醫門市,114台北市內湖區成功路二段325號,A000251,廖培雁,(02)27478711,3961,,連鎖型綠色商店
336,7-11國雙門市,108台北市萬華區新忠里西藏路125巷17號,A000858,廖培雁,(02)27478711,3961,,連鎖型綠色商店
337,7-11基河門市,104台北市中山區敬業3路162巷212號,A000388,廖培雁,(02)27478711,3961,,連鎖型綠色商店
338,7-11婦聯門市,105台北市松山區健康路220號1樓,A000548,廖培雁,(02)27478711,3961,,連鎖型綠色商店
339,7-11崇光門市,106台北市大安區復興南路一段135巷5號,A000485,廖培雁,(02)27478711,3961,,連鎖型綠色商店
340,7-11崇德門市,110台北市信義區崇德街95號,A000878,廖培雁,(02)27478711,3961,,連鎖型綠色商店
341,7-11崑崙門市,104台北市中山區中山北路一段105巷13號,A000510,廖培雁,(02)27478711,3961,,連鎖型綠色商店
342,7-11康明門市,114台北市內湖區康寧路三段165巷23弄1號,A000728,廖培雁,(02)27478711,3961,,連鎖型綠色商店
343,7-11康喜門市,116台北市文山區興隆路三段42號,A000315,廖培雁,(02)27478711,3961,,連鎖型綠色商店
344,7-11康雲門市,114台北市內湖區康寧路一段160號,A000452,廖培雁,(02)27478711,3961,,連鎖型綠色商店
345,7-11康寧門市,114台北市內湖區康寧路三段26巷1號,A000203,廖培雁,(02)27478711,3961,,連鎖型綠色商店
346,7-11康醫門市,114台北市內湖區成功路5段420巷30號,A000285,廖培雁,(02)27478711,3961,,連鎖型綠色商店
347,7-11彩龍門市,114台北市內湖區行善路35號1F,A000255,廖培雁,(02)27478711,3961,,連鎖型綠色商店
348,7-11捷忠門市,110台北市信義區忠孝東路5段617號,A000764,廖培雁,(02)27478711,3961,,連鎖型綠色商店
349,7-11捷盟門市,108台北市萬華區漢中街51號,A000362,廖培雁,(02)27478711,3961,,連鎖型綠色商店
350,7-11捷戰門市,100台北市中正區忠孝西路一段50-1號(捷運地下街),A000577,廖培雁,(02)27478711,3961,,連鎖型綠色商店
351,7-11掬華門市,100台北市萬華區中華路2段407號,A000351,廖培雁,(02)27478711,3961,,連鎖型綠色商店
352,7-11教育大門市,100台北市中正區愛國西路1號教育大學內,A000715,廖培雁,(02)27478711,3961,,連鎖型綠色商店
353,7-11教育大學門市,106台北市大安區敦南街38號,A000603,廖培雁,(02)27478711,3961,,連鎖型綠色商店
354,7-11涼州門市,103台北市大同區延平北路二段260號之1.2,A000380,廖培雁,(02)27478711,3961,,連鎖型綠色商店
355,7-11添恩門市,116台北市文山區指南路3段8.10號,A000270,廖培雁,(02)27478711,3961,,連鎖型綠色商店
356,7-11清圳門市,114台北市內湖區東湖路113巷88號,A000891,廖培雁,(02)27478711,3961,,連鎖型綠色商店
357,7-11清愿門市,105台北市松山區八德路2段439號,A000392,廖培雁,(02)27478711,3961,,連鎖型綠色商店
358,7-11統全門市,106台北市中正區汀州路三段249號,A000354,廖培雁,(02)27478711,3961,,連鎖型綠色商店
359,7-11統威門市,105台北市松山區東興路13之1號,A000336,廖培雁,(02)27478711,3961,,連鎖型綠色商店
360,7-11統家門市,106台北市大安區忠孝東路4段216巷21號,A000538,廖培雁,(02)27478711,3961,,連鎖型綠色商店
361,7-11統勝門市,112台北市北投區自強街82號,A000356,廖培雁,(02)27478711,3961,,連鎖型綠色商店
362,7-11統誠門市,110台北市信義區松高路11號B2第57櫃,A000844,廖培雁,(02)27478711,3961,,連鎖型綠色商店
363,7-11統領門市,106台北市大安區忠孝東路4段205巷7弄1號,A000581,廖培雁,(02)27478711,3961,,連鎖型綠色商店
364,7-11統聯門市,100台北市中正區忠孝東路二段130-2.130-3,A000271,廖培雁,(02)27478711,3961,,連鎖型綠色商店
365,7-11莊福門市,104台北市中山區長春路168號,A000194,廖培雁,(02)27478711,3961,,連鎖型綠色商店
366,7-11通化門市,106台北市大安區通化街26之8號,A000770,廖培雁,(02)27478711,3961,,連鎖型綠色商店
